,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,pet,formatted_text
122,서울특별시 중구 퇴계로22길 11-4,(남산동3가),1,B02,B0201,B02011100,2569959,숙박,20181127021839,http://tong.visitkorea.or.kr/cms/resource/81/2567981_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2567981_image2_1.jpg,Type3,126.9867926625,37.5603578910,,20241126164338,24,010-9198-4285,아리하우스,04629,반려동물 동반 가능,[장소]서울특별시 중구 퇴계로22길 11-4 [지역] 아리하우스 [전화번호] 010-9198-4285 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
123,서울특별시 종로구 창덕궁길 104 (원서동),,,B02,B0201,B02011600,3438249,숙박,20241206104613,,,,126.9895362401,37.5821220775,6,20241218151935,,0507-1432-1018,아보헌,03057,반려동물 동반 가능,[장소]서울특별시 종로구 창덕궁길 104 (원서동) [지역] 아보헌 [전화번호] 0507-1432-1018 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
124,서울특별시 성북구 성북로23나길 4,(성북동),1,B02,B0201,B02011100,2583200,숙박,20181227011427,,,,126.9928467606,37.5923237288,,20240324201919,17,010-8003-1323,아임그린게스트하우스,02879,반려동물 동반 가능,[장소]서울특별시 성북구 성북로23나길 4 [지역] 아임그린게스트하우스 [전화번호] 010-8003-1323 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
125,서울특별시 광진구 영화사로 135,,1,A01,A0101,A01010400,129552,관광지,20070514090000,,,,127.0998297997,37.5529441189,,20250218170443,6,,아차산,04948,반려동물 동반 가능,[장소]서울특별시 광진구 영화사로 135 [지역] 아차산 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
126,서울특별시 광진구 워커힐로 127,,1,A01,A0101,A01010500,742972,관광지,20090528014758,,,,127.1012880282,37.5519609256,6,20240520112642,6,,아차산 어울림정원,04965,반려동물 동반 가능,[장소]서울특별시 광진구 워커힐로 127 [지역] 아차산 어울림정원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
127,서울특별시 종로구 북촌로1길 24-2 (안국동),,,B02,B0201,B02011600,3438082,숙박,20241206101652,,,,126.9845034971,37.5774864148,6,20241218150933,,0507-1459-1158,안길사가,03060,반려동물 동반 가능,[장소]서울특별시 종로구 북촌로1길 24-2 (안국동) [지역] 안길사가 [전화번호] 0507-1459-1158 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
128,서울특별시 종로구 창덕궁7길 3 (원서동),,,B02,B0201,B02011600,3438329,숙박,20241206105400,,,,126.9877058178,37.5833219051,6,20241218152150,,0507-1373-8673,안유재,03051,반려동물 동반 가능,[장소]서울특별시 종로구 창덕궁7길 3 (원서동) [지역] 안유재 [전화번호] 0507-1373-8673 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
129,서울특별시 마포구 월드컵로20길 41-5,(성산동),1,B02,B0201,B02011100,2570447,숙박,20181128014715,http://tong.visitkorea.or.kr/cms/resource/59/2568259_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2568259_image2_1.jpg,Type3,126.9111996144,37.5581512374,,20241127111036,13,010-2483-7357,애플트리(Apple tree)(애플트리게스트하우스),03997,반려동물 동반 가능,[장소]서울특별시 마포구 월드컵로20길 41-5 [지역] 애플트리(Apple tree)(애플트리게스트하우스) [전화번호] 010-2483-7357 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
130,서울특별시 강남구 테헤란로43길 19,(역삼동),1,B02,B0201,B02011100,2610854,숙박,20190712185524,,,,127.0437640507,37.5046598283,,20241127111100,1,02-553-2588,야코리아호스텔 강남점,06147,반려동물 동반 가능,[장소]서울특별시 강남구 테헤란로43길 19 [지역] 야코리아호스텔 강남점 [전화번호] 02-553-2588 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
131,서울특별시 양천구 목동남로4길 48-6,,1,A02,A0206,A02060900,2611626,문화시설,20190718012714,http://tong.visitkorea.or.kr/cms/resource/09/2611609_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/09/2611609_image2_1.bmp,Type3,126.8673577758,37.5088978449,6,20241203115328,19,,양천구 갈산도서관,08104,반려동물 동반 가능,[장소]서울특별시 양천구 목동남로4길 48-6 [지역] 양천구 갈산도서관 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 문화시설
132,서울특별시 마포구 와우산로29마길 5,(서교동) 3층,1,B02,B0201,B02011100,2576511,숙박,20181211203638,http://tong.visitkorea.or.kr/cms/resource/45/2576145_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/45/2576145_image2_1.PNG,Type3,126.9268538117,37.5557184671,,20241127111650,13,"070-8613-0062, 010-8320-0833",어반우드,04053,반려동물 동반 가능,"[장소]서울특별시 마포구 와우산로29마길 5 [지역] 어반우드 [전화번호] 070-8613-0062, 010-8320-0833 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박"
133,서울특별시 서초구 서초대로56길 18,(서초동),1,B02,B0201,B02011100,2700928,숙박,20201223020222,,,,127.0170584559,37.4937911663,,20241127111738,15,,업플로 호스텔,06633,반려동물 동반 가능,[장소]서울특별시 서초구 서초대로56길 18 [지역] 업플로 호스텔 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
134,서울특별시 서초구 사평대로53길 8-3,"(반포동,세종빌리지) 201호",1,B02,B0201,B02011100,2570692,숙박,20181129005525,http://tong.visitkorea.or.kr/cms/resource/32/2568832_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2568832_image2_1.jpg,Type3,127.0220687977,37.5048705253,,20241127112310,15,010-8789-8795,엘스테이(Gangnam AN guesthouse),06542,반려동물 동반 가능,[장소]서울특별시 서초구 사평대로53길 8-3 [지역] 엘스테이(Gangnam AN guesthouse) [전화번호] 010-8789-8795 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
135,서울특별시 종로구 자하문로1길 49-9 (필운동),,,B02,B0201,B02011600,3438182,숙박,20241206102836,,,,126.9696048813,37.5765695875,6,20241218151531,,0507-1372-0080,여느날,03041,반려동물 동반 가능,[장소]서울특별시 종로구 자하문로1길 49-9 (필운동) [지역] 여느날 [전화번호] 0507-1372-0080 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
136,서울특별시 영등포구 여의동로 330,,1,A02,A0202,A02020700,1059479,관광지,20100714190336,http://tong.visitkorea.or.kr/cms/resource/49/3096149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3096149_image3_1.jpg,Type1,126.9336123570,37.5263886632,6,20250220095701,20,,여의도한강공원,07337,반려동물 동반 가능,[장소]서울특별시 영등포구 여의동로 330 [지역] 여의도한강공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
137,서울특별시 종로구 자하문로7길 68-3 (누하동),101호,,B02,B0201,B02011100,3105331,숙박,20240217105145,,,,126.9691325909,37.5804885676,6,20240731100629,,010-7100-7872,여인숙 깔마,03036,반려동물 동반 가능,[장소]서울특별시 종로구 자하문로7길 68-3 (누하동) [지역] 여인숙 깔마 [전화번호] 010-7100-7872 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
138,서울특별시 종로구 계동6길 3,(계동),1,B02,B0201,B02011600,2603884,숙박,20190530000216,,,,126.9870725624,37.5826025329,,20241205124931,23,010-7735-5916,연당,03057,반려동물 동반 가능,[장소]서울특별시 종로구 계동6길 3 [지역] 연당 [전화번호] 010-7735-5916 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
139,서울특별시 종로구 북촌로12길 5-13,(가회동),1,B02,B0201,B02011600,1883087,숙박,20140108221000,http://tong.visitkorea.or.kr/cms/resource/52/3009452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3009452_image3_1.jpg,Type1,126.9853282846,37.5823358662,6,20241127113129,23,02-742-1115,연우하우스[한국관광 품질인증/Korea Quality],03056,반려동물 동반 가능,[장소]서울특별시 종로구 북촌로12길 5-13 [지역] 연우하우스[한국관광 품질인증/Korea Quality] [전화번호] 02-742-1115 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
140,서울특별시 중구 퇴계로56길 18,(쌍림동),1,B02,B0201,B02011100,2602555,숙박,20190521191513,,,,127.0034215492,37.5657908919,,20241127113530,24,02-2277-1141,영빈호텔,04615,반려동물 동반 가능,[장소]서울특별시 중구 퇴계로56길 18 [지역] 영빈호텔 [전화번호] 02-2277-1141 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
141,서울특별시 은평구 연서로50길 11 (진관동),2층,1,B02,B0201,B02011600,3438545,숙박,20241206114421,,,,126.9388947509,37.6407671266,6,20241218153432,22,0507-1379-0957,예맥당 한옥스테이,03308,반려동물 동반 가능,[장소]서울특별시 은평구 연서로50길 11 (진관동) [지역] 예맥당 한옥스테이 [전화번호] 0507-1379-0957 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
142,서울특별시 종로구 인사동12길 10,"(관훈동) 4, 5층",1,B02,B0201,B02011100,2576513,숙박,20181211220443,http://tong.visitkorea.or.kr/cms/resource/88/2576188_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2576188_image2_1.jpg,Type3,126.9850701994,37.5744062273,,20241127115018,23,"02-722-0048, 010-5448-3618",예하도예 게스트하우스(YEHADOYE guesthouse),03146,반려동물 동반 가능,"[장소]서울특별시 종로구 인사동12길 10 [지역] 예하도예 게스트하우스(YEHADOYE guesthouse) [전화번호] 02-722-0048, 010-5448-3618 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박"
143,서울특별시 영등포구 신풍로 72-5 (신길동),,1,B02,B0201,B02010700,3104366,숙박,20240217104358,,,,126.9142454258,37.4998275134,6,20240731093311,20,010-3981-0251,오늘스테이,07431,반려동물 동반 가능,[장소]서울특별시 영등포구 신풍로 72-5 (신길동) [지역] 오늘스테이 [전화번호] 010-3981-0251 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
144,서울특별시 동대문구 왕산로26가길 14 (용두동),,,B02,B0201,B02011600,3105217,숙박,20240217104516,,,,127.0372681437,37.5771124064,6,20241127115256,,010-3981-0251,오늘스테이 동대문점,02566,반려동물 동반 가능,[장소]서울특별시 동대문구 왕산로26가길 14 (용두동) [지역] 오늘스테이 동대문점 [전화번호] 010-3981-0251 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
145,서울특별시 종로구 필운대로5가길 13-4 (누하동),,1,B02,B0201,B02011600,3072197,숙박,20231218182351,,,,126.9680049295,37.5800052708,6,20241205125036,23,0507-1342-2361,"오롯이, 한옥",03037,반려동물 동반 가능,"[장소]서울특별시 종로구 필운대로5가길 13-4 (누하동) [지역] 오롯이, 한옥 [전화번호] 0507-1342-2361 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박"
146,서울특별시 동작구 알마타길 21-18,(대방동),1,B02,B0201,B02011100,2572933,숙박,20181204225852,,,,126.9278105264,37.5115569487,,20241212095505,12,010-2946-1708,오케이 게스트하우스,06939,반려동물 동반 가능,[장소]서울특별시 동작구 알마타길 21-18 [지역] 오케이 게스트하우스 [전화번호] 010-2946-1708 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
147,서울특별시 동대문구 전농로23길 37 (전농동),301호,,B02,B0201,B02011100,3438137,숙박,20241206102245,,,,127.0541387604,37.5795207640,6,20241218151112,,0507-1380-6768,오크앤코,02546,반려동물 동반 가능,[장소]서울특별시 동대문구 전농로23길 37 (전농동) [지역] 오크앤코 [전화번호] 0507-1380-6768 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
148,서울특별시 구로구 고척로21나길 103 (개봉동),,1,A01,A0101,A01010500,2591824,관광지,20190313233912,,,,126.8397382631,37.5020481486,6,20250220140639,7,,온수도시자연공원(잣절공원),08250,반려동물 동반 가능,[장소]서울특별시 구로구 고척로21나길 103 (개봉동) [지역] 온수도시자연공원(잣절공원) [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
149,서울특별시 성북구 삼선교로8길 43-12 (삼선동1가),,1,B02,B0201,B02011100,3438197,숙박,20241206103428,,,,127.0083205481,37.5853414853,6,20241218151634,17,010-2248-7340,온스테이,02865,반려동물 동반 가능,[장소]서울특별시 성북구 삼선교로8길 43-12 (삼선동1가) [지역] 온스테이 [전화번호] 010-2248-7340 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
150,서울특별시 종로구 계동길 92-19 (계동),,1,B02,B0201,B02011600,3072240,숙박,20231219103110,http://tong.visitkorea.or.kr/cms/resource/58/3078458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3078458_image3_1.jpg,Type1,126.9874892192,37.5816109890,6,20241226094315,23,,온유헌 바이 버틀러리,03057,반려동물 동반 가능,[장소]서울특별시 종로구 계동길 92-19 (계동) [지역] 온유헌 바이 버틀러리 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
151,서울특별시 송파구 올림픽로 424,(방이동),1,A02,A0202,A02020700,126532,관광지,20031105090000,,,,127.1224425827,37.5194456386,6,20241205153127,18,,올림픽공원,05540,반려동물 동반 가능,[장소]서울특별시 송파구 올림픽로 424 [지역] 올림픽공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
152,서울특별시 종로구 와룡공원길 192,,1,A02,A0202,A02020700,1019041,관광지,20100512005514,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image3_1.jpg,Type3,126.9901581479,37.5912265856,6,20241205162517,23,,와룡공원,03063,반려동물 동반 가능,[장소]서울특별시 종로구 와룡공원길 192 [지역] 와룡공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
153,서울특별시 마포구 월드컵북로6길 89-9,지하1층 (연남동),1,B02,B0201,B02011100,2651924,숙박,20200408193717,,,,126.9225040709,37.5606011548,,20241127121657,13,010-4487-7740,와이즈하우스,03990,반려동물 동반 가능,[장소]서울특별시 마포구 월드컵북로6길 89-9 [지역] 와이즈하우스 [전화번호] 010-4487-7740 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
154,서울특별시 용산구 서빙고로 185,,1,A02,A0202,A02020700,126499,관광지,20041230090000,,,,126.9845717812,37.5201069720,6,20241209113141,21,,용산가족공원,04383,반려동물 동반 가능,[장소]서울특별시 용산구 서빙고로 185 [지역] 용산가족공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
155,서울특별시 용산구 서빙고로 238 (서빙고동),,1,A01,A0101,A01010500,3458416,관광지,20241223165221,http://tong.visitkorea.or.kr/cms/resource/53/3458353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3458353_image3_1.jpg,Type1,126.9900629507,37.5200070821,6,20241224105854,21,,용산공원 부분개방부지,04428,반려동물 동반 가능,[장소]서울특별시 용산구 서빙고로 238 (서빙고동) [지역] 용산공원 부분개방부지 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
156,서울특별시 마포구 월드컵로 243-60 (성산동),,1,A02,A0202,A02020700,128021,관광지,20031215090000,,,,126.8984506241,37.5635809341,6,20250225105150,13,,월드컵공원,03901,반려동물 동반 가능,[장소]서울특별시 마포구 월드컵로 243-60 (성산동) [지역] 월드컵공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
157,서울특별시 종로구 율곡로10길 79-1 (권농동),,,B02,B0201,B02011600,3438233,숙박,20241206104023,,,,126.9917001593,37.5741036037,6,20241218151817,,0507-1355-8640,월운,03134,반려동물 동반 가능,[장소]서울특별시 종로구 율곡로10길 79-1 (권농동) [지역] 월운 [전화번호] 0507-1355-8640 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
158,서울특별시 성동구 왕십리로10길 6 서울숲비즈포레,1층,1,A05,A0502,A05020200,2894951,음식점,20221103153523,http://tong.visitkorea.or.kr/cms/resource/41/2894941_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2894941_image3_1.jpg,Type3,127.0453238283,37.5467355255,6,20240730225528,16,,유어네이키드치즈,04778,반려동물 동반 가능,[장소]서울특별시 성동구 왕십리로10길 6 서울숲비즈포레 [지역] 유어네이키드치즈 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 음식점
159,서울특별시 종로구 계동4길 10-4 (계동),,1,B02,B0201,B02011600,3072235,숙박,20231219102504,http://tong.visitkorea.or.kr/cms/resource/56/3070756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3070756_image3_1.jpg,Type1,126.9873142207,37.5821109276,6,20241127130222,23,,유준당 바이 버틀러리,03057,반려동물 동반 가능,[장소]서울특별시 종로구 계동4길 10-4 (계동) [지역] 유준당 바이 버틀러리 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
160,서울특별시 서대문구 북가좌동,,1,A02,A0202,A02020700,2759917,관광지,20211020225155,,,,126.9194148348,37.5828540684,6,20250226105850,14,,은가어린이공원,03671,반려동물 동반 가능,[장소]서울특별시 서대문구 북가좌동 [지역] 은가어린이공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
161,서울특별시 중구 창경궁로5다길 18,"3층, 4층",1,A02,A0206,A02060500,2835591,문화시설,20220810170210,http://tong.visitkorea.or.kr/cms/resource/73/2835573_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2835573_image3_1.jpg,Type3,126.9965665624,37.5677599844,6,20240522143643,24,02-6956-3501,을지예술센터,04545,반려동물 동반 가능,[장소]서울특별시 중구 창경궁로5다길 18 [지역] 을지예술센터 [전화번호] 02-6956-3501 [반려동물여부] 반려동물 동반 가능 [카테고리] 문화시설
162,서울특별시 은평구 연서로50길 19,(진관동),1,B02,B0201,B02011600,2676000,숙박,20201013000541,http://tong.visitkorea.or.kr/cms/resource/35/2917535_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2917535_image3_1.jpg,Type3,126.9396863588,37.6402977508,6,20241213121540,22,010-5751-3270,응정헌,03308,반려동물 동반 가능,[장소]서울특별시 은평구 연서로50길 19 [지역] 응정헌 [전화번호] 010-5751-3270 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
163,서울특별시 종로구 계동길 70-3 (계동),,,B02,B0201,B02011600,3438261,숙박,20241206104811,,,,126.9869781844,37.5805611022,6,20241218152026,,0507-1471-5526,이도한옥,03057,반려동물 동반 가능,[장소]서울특별시 종로구 계동길 70-3 (계동) [지역] 이도한옥 [전화번호] 0507-1471-5526 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
164,서울특별시 영등포구 여의동로 290 (여의도동),,1,A02,A0202,A02020800,126701,관광지,20060705090000,,,,126.9384174889,37.5258888069,6,20250306133031,20,,이랜드크루즈(한강유람선),07337,반려동물 동반 가능,[장소]서울특별시 영등포구 여의동로 290 (여의도동) [지역] 이랜드크루즈(한강유람선) [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
165,서울특별시 중구 퇴계로20길 41-14,(남산동2가),1,B02,B0201,B02011100,2574082,숙박,20181206003917,http://tong.visitkorea.or.kr/cms/resource/39/2573239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2573239_image2_1.jpg,Type3,126.9867593834,37.5585442120,,20241127130442,24,010-2761-0075,이브(이브게스트하우스),04629,반려동물 동반 가능,[장소]서울특별시 중구 퇴계로20길 41-14 [지역] 이브(이브게스트하우스) [전화번호] 010-2761-0075 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
166,서울특별시 용산구 이촌로72길 62 (이촌동),,1,A02,A0202,A02020700,970636,관광지,20100310224944,http://tong.visitkorea.or.kr/cms/resource/15/2531015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2531015_image2_1.jpg,Type3,126.9708647593,37.5178736527,6,20250307105503,21,,이촌한강공원,04427,반려동물 동반 가능,[장소]서울특별시 용산구 이촌로72길 62 (이촌동) [지역] 이촌한강공원 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
167,서울특별시 종로구 필운대로 26-25,(누하동),1,B02,B0201,B02010100,2604153,숙박,20190530223418,,,,126.9674549333,37.5816467367,,20241127130846,23,02-735-3959,이화한옥,03040,반려동물 동반 가능,[장소]서울특별시 종로구 필운대로 26-25 [지역] 이화한옥 [전화번호] 02-735-3959 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
168,서울특별시 종로구 익선동,,1,A02,A0203,A02030600,2650046,관광지,20200317201806,http://tong.visitkorea.or.kr/cms/resource/23/2947523_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2947523_image3_1.jpg,Type1,126.9897920161,37.5735203041,6,20250313150852,23,,익선동 한옥거리,03133,반려동물 동반 가능,[장소]서울특별시 종로구 익선동 [지역] 익선동 한옥거리 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
169,서울특별시 마포구 성미산로1길 68,(성산동)2층,1,B02,B0201,B02011100,2609911,숙박,20190706000011,,,,126.9066971708,37.5608619529,,20241127131108,13,010-2316-5735,인 게스트하우스,03970,반려동물 동반 가능,[장소]서울특별시 마포구 성미산로1길 68 [지역] 인 게스트하우스 [전화번호] 010-2316-5735 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
170,서울특별시 종로구 인사동길 62,(관훈동) 일대,1,A02,A0203,A02030400,264353,관광지,20021218231629,http://tong.visitkorea.or.kr/cms/resource/03/3412103_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/03/3412103_image3_1.JPG,Type3,126.9833758804,37.5754310780,6,20241209101304,23,,인사동,03146,반려동물 동반 가능,[장소]서울특별시 종로구 인사동길 62 [지역] 인사동 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
171,서울특별시 종로구 인왕산로1길 29,(사직동),1,A01,A0101,A01010400,126479,관광지,20031007090000,,,,126.9640832471,37.5735670596,6,20241206134041,23,,인왕산,03028,반려동물 동반 가능,[장소]서울특별시 종로구 인왕산로1길 29 [지역] 인왕산 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 관광지
172,서울특별시 종로구 계동6길 9,(계동),1,B02,B0201,B02011600,1882248,숙박,20140106223446,http://tong.visitkorea.or.kr/cms/resource/56/3009456_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3009456_image3_1.jpg,Type1,126.9869725668,37.5827636229,6,20241208142249,23,02-742-1115,인우하우스[한국관광 품질인증/Korea Quality],03057,반려동물 동반 가능,[장소]서울특별시 종로구 계동6길 9 [지역] 인우하우스[한국관광 품질인증/Korea Quality] [전화번호] 02-742-1115 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
173,서울특별시 종로구 필운대로3길 11-1,(누하동),1,B02,B0201,B02011600,2707445,숙박,20210227010518,http://tong.visitkorea.or.kr/cms/resource/43/2707643_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2707643_image3_1.jpg,Type3,126.9685688087,37.5785387840,,20250121131001,23,010–2429-0381,일독일박,03039,반려동물 동반 가능,[장소]서울특별시 종로구 필운대로3길 11-1 [지역] 일독일박 [전화번호] 010–2429-0381 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
174,서울특별시 중구 퇴계로20길 35,(남산동2가),1,B02,B0201,B02011100,2602460,숙박,20190521014613,,,,126.9843234077,37.5616049239,,20241127131444,24,02-3672-1976,자자백팩커스,04629,반려동물 동반 가능,[장소]서울특별시 중구 퇴계로20길 35 [지역] 자자백팩커스 [전화번호] 02-3672-1976 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
175,서울특별시 종로구 자하문로1나길 7-11 (체부동),,,B02,B0201,B02011600,3438225,숙박,20241206103825,,,,126.9711602912,37.5766890455,6,20241218151741,,070-7106-0299,자하,03041,반려동물 동반 가능,[장소]서울특별시 종로구 자하문로1나길 7-11 (체부동) [지역] 자하 [전화번호] 070-7106-0299 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
176,서울특별시 종로구 삼청로7길 19-14 (팔판동),정연재,,B02,B0201,B02011600,3438358,숙박,20241206105755,,,,126.9807008965,37.5834800942,6,20241218152311,,010-6837-2044,정연재,03054,반려동물 동반 가능,[장소]서울특별시 종로구 삼청로7길 19-14 (팔판동) [지역] 정연재 [전화번호] 010-6837-2044 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
177,서울특별시 종로구 계동4길 9,(계동),1,B02,B0201,B02011600,2587214,숙박,20190110183207,,,,126.9873364358,37.5823081270,,20241127135304,23,,제이한옥(JAY Hanok),03057,반려동물 동반 가능,[장소]서울특별시 종로구 계동4길 9 [지역] 제이한옥(JAY Hanok) [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
178,서울특별시 중구 중림로9길 13 (중림동),,,B02,B0201,B02011600,3438412,숙박,20241206111233,,,,126.9677027957,37.5582355731,6,20241218152702,,0507-1353-9348,중림재,04506,반려동물 동반 가능,[장소]서울특별시 중구 중림로9길 13 (중림동) [지역] 중림재 [전화번호] 0507-1353-9348 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
179,서울특별시 종로구 종로 347,"(숭인동,롯데캐슬 천지인APT)인동 2302호",1,B02,B0201,B02011100,2570164,숙박,20181127192157,http://tong.visitkorea.or.kr/cms/resource/48/2568048_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2568048_image2_1.jpg,Type3,127.0164673572,37.5737346471,,20241127140550,23,010-6633-8060,지유,03113,반려동물 동반 가능,[장소]서울특별시 종로구 종로 347 [지역] 지유 [전화번호] 010-6633-8060 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
180,서울특별시 은평구 진관길 11-30 (진관동),,1,B02,B0201,B02011600,2569920,숙박,20181127013834,,,,126.9397501580,37.6432501866,6,20250120142802,22,010-2571-2577,채효당 한옥스테이,03308,반려동물 동반 가능,[장소]서울특별시 은평구 진관길 11-30 (진관동) [지역] 채효당 한옥스테이 [전화번호] 010-2571-2577 [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
181,서울특별시 은평구 진관길 18,(진관동),1,B02,B0201,B02011600,2679044,숙박,20201027222831,http://tong.visitkorea.or.kr/cms/resource/95/2678995_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2678995_image3_1.jpg,Type3,126.9401973839,37.6417059294,6,20241127143118,22,,청향재,03308,반려동물 동반 가능,[장소]서울특별시 은평구 진관길 18 [지역] 청향재 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 숙박
182,서울특별시 관악구 난곡로10길 10 (신림동),,1,A05,A0502,A05020900,3444152,음식점,20241213104430,http://tong.visitkorea.or.kr/cms/resource/30/3444230_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3444230_image3_1.jpg,Type1,126.9201597466,37.4653038508,6,20241230102936,5,,카페 아래로,08860,반려동물 동반 가능,[장소]서울특별시 관악구 난곡로10길 10 (신림동) [지역] 카페 아래로 [전화번호]  [반려동물여부] 반려동물 동반 가능 [카테고리] 음식점
183,서울특별시 은평구 녹번로1길 13 (녹번동),1층,1,A05,A0502,A05020900,3450526,음식점,20241218174225,http://tong.visitkorea.or.kr/cms/resource/38/3450438_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3450438_image3_1.jpg,Type1,126.9266024479,37.6047933126,6,20241226113135,22,070-4659-6570,카페우리,03380,반려동물 동반 가능,[장소]서울특별시 은평구 녹번로1길 13 (녹번동) [지역] 카페우리 [전화번호] 070-4659-6570 [반려동물여부] 반려동물 동반 가능 [카테고리] 음식점
